road,hour,traffic
O'riordan Street southbound,07:00,22%
O'riordan Street southbound,07:00,0%
O'riordan Street southbound,07:00,0%
O'riordan Street southbound,07:00,0.3055555555555556%
O'riordan Street southbound,07:00,0.3055555555555556%
O'riordan Street southbound,07:00,0.0%
O'riordan Street southbound,07:00,0.0%
O'riordan Street southbound,07:00,0.0%
O'riordan Street southbound,07:00,0.0%
O'riordan Street southbound,07:00,0.0%
O'riordan Street southbound,07:00,0.0%
O'riordan Street southbound,07:00,0.0%
O'riordan Street southbound,07:00,0.0%
O'riordan Street southbound,07:00,0.0%
O'riordan Street southbound,07:00,0.0%
O'riordan Street southbound,07:00,0.0%
O'riordan Street southbound,07:00,0.0%
O'riordan Street southbound,07:00,0.0%
O'riordan Street southbound,07:00,0.0%
head street nortbound,07:00,0%
head street nortbound,07:00,0%
head street nortbound,07:00,0.0%
head street nortbound,07:00,0.0%
head street nortbound,07:00,0.0%
head street nortbound,07:00,0.0%
head street nortbound,07:00,0.0%
head street nortbound,07:00,0.0%
head street nortbound,07:00,0.0%
head street nortbound,07:00,0.0%
head street southbound,07:00,0%
head street southbound,07:00,0%
head street southbound,07:00,0%
head street southbound,07:00,0.0%
head street southbound,07:00,0.0%
head street southbound,07:00,0.0%
head street southbound,07:00,0.0%
head street southbound,07:00,20.833333333333336%
head street southbound,07:00,16.666666666666664%
head street southbound,07:00,0.0%
head street southbound,07:00,0.0%
head street southbound,07:00,0.0%
head street southbound,07:00,0.0%
head street southbound,07:00,0.0%
head street southbound,07:00,0.0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
putty road northbound,07:00,0.0%
